Child_ID,Name,Age,Location,Latitude,Longitude,Country,Gift_Preference,Listened_To_Parents,School_Grades,Good_Deed,Bad_Deed
28,Quan,7,Zorgo,12.25,-0.6167,Burkina Faso,Auto Garage Set,0.4623716648121662,,Volunteered at reptile center,Cheated in game
29,Leah,5,Southeast,41.4032,-73.5985,United States,Weaving Loom Kit,0.5697604242669589,,Shared family music,
30,Rostam,11,Jeumont,50.2953,4.1019,France,Blood Study Pack,0.8719520677309142,81.38794995148324,Helped parent with organizing holiday decorations,Damaged school medals
31,Ling,6,Cockeysville,39.4804,-76.6294,United States,Lung Explorer Kit,0.9004889241314198,,Held the door for others,Lied about involvement
32,Quan,5,Nāngloi Jāt,28.6833,77.0667,India,Music Amplifier,0.6397637839254665,,Volunteered at marine center,
33,Diego,6,Hockley,51.6014,0.6363,United Kingdom,Jungle Safari Kit,0.9847904992846133,,Shared snacks with classmates,Pulled someone's hair
34,Samira,7,Bussolengo,45.4667,10.85,Italy,Costume Wardrobe,0.766397873015743,,Organized school sports equipment,Cheated in performance
35,Naomi,7,Briceño,7.1111,-75.55,Colombia,Practice Cello,0.5503884886066936,,Organized shoe drive,Stole school materials
36,Miruna,5,Biot,43.6294,7.0961,France,Brass Trumpet,0.8069297772628977,,Helped parent with organizing photos,
37,Ratana,10,Nha Trang,12.245,109.1917,Vietnam,Operation Game,0.5231667139511356,73.26179136571368,Helped parent with organizing garden tools,Stole school property
38,Sebastian,7,Rocky River,41.4702,-81.8525,United States,Language Learning Set,1.0,,Helped clean sensory room,Stole school supplies
39,Sorin,8,Mulukukú,13.1503,-84.97,Nicaragua,Restaurant Play Set,0.6618987054685572,71.32387738958482,Made treats for teachers,Lied about occurrences
40,Ibrahim,5,Chulym,55.1167,80.9667,Russia,Lawn Croquet Set,0.6281376128357412,,Shared family recipes,
41,Niamh,9,Santa Rosa,-33.25,-68.15,Argentina,Eye Study Set,0.5553309205792811,84.91809331445046,Made cards for photography teachers,Stole school supplies
42,Alisa,11,Nimmekal,17.2372,79.6633,India,Bug Catching Equipment,0.6370371049973073,77.45661130064846,Picked up trash at football field,Damaged school trophies
43,Raisa,8,Fukuyoshi,33.6833,130.78,Japan,Biology Lab Kit,0.8830402523866308,85.00595495371608,Volunteered at farm sanctuary,Stole school resources
44,Cassandra,6,Kaspiyskiy,45.3908,47.3658,Russia,Burger Joint Set,0.5235068749514595,,Helped parent with organizing coins,Disobeyed safety rules
45,Yaroslav,11,Tumbao,7.12,124.38,Philippines,Rubik's Cube Set,0.764200658093719,78.39539014871723,Helped organize costume collection,Broke classroom furniture
46,Elizaveta,5,Cairo Montenotte,44.4,8.2667,Italy,Programmable Robot,0.7586042919035707,,Helped organize costume collection,
47,Aisha,8,Divnoye,45.9072,43.3558,Russia,Worm Farm Kit,0.6720361128564827,64.20101830750896,Helped clean cafeteria,Stole money from parent's wallet
48,Yohannes,5,Caçapava,-23.1008,-45.7069,Brazil,Deep Sea Submarine,0.7482509534899353,,Volunteered at animal refuge,
49,Kwame,5,Hikari,33.9619,131.9422,Japan,Adventure Explorer Set,0.8338673769168397,,Made cards for office staff,
50,Gustav,7,Vohburg an der Donau,48.7667,11.6167,Germany,Theater Production Kit,0.7360121906587217,,Helped parent with organizing photos,Stole classroom materials
51,Min-jun,5,Bicas,-21.725,-43.0589,Brazil,Fossil Hunting Pack,0.6589692280925875,,Helped set up music concert,
52,Hye-jin,9,Kanbara,35.1159,138.5949,Japan,Professional Soccer Ball,0.6842007440403848,85.7344446294118,Helped organize prop vault,Lied about events
53,Arthit,10,Gyapekurom,7.5833,-2.7833,Ghana,Garden Tool Collection,0.8386641995749156,74.97312977050674,Volunteered at planetarium,Stole school materials
54,Koki,7,Thāthūpur,25.9731,86.0296,India,Premium Art Supplies,0.9512703825410467,,Picked up trash at jogging trail,Stole from teacher's desk
55,Leonid,10,Ampasimazava,-17.6667,49.1333,Madagascar,Ancient Mancala Game,0.8383224895417719,76.85807465099,Made get well cards for sick friends,Didn't return borrowed book
56,Klaus,6,Spittal an der Drau,46.7833,13.4833,Austria,Cotton Candy Maker,0.6865662943771365,,Shared family recipes,Lied about actions
57,Leila,10,Walthamstow,51.584,-0.021,United Kingdom,Compass Navigation Set,0.9485718405017455,79.17848709321581,Helped clean robotics lab,Cheated in race
58,Sanaa,9,Sihecun,22.4729,111.5734,China,Lizard Study Pack,0.5583963736096965,91.10787033633841,Helped set up cultural fair,Stole school materials
59,Jamal,10,Frankfort,41.4892,-87.8363,United States,Computer Science Pack,0.833299433224049,76.38257287598285,Made cards for police officers,Stole school tools
60,Dragos,7,Higüey,18.6167,-68.7,Dominican Republic,Face Painting Set,0.8357372831667703,,Picked up trash in parking lot,Stole school materials
61,Derya,9,Western Springs,41.8023,-87.9006,United States,Superhero Action Figure,0.564446014784038,62.51486254286617,Picked up trash at badminton court,Refused to share toys
62,Daria,5,Mandoto,-19.5667,46.2833,Madagascar,Construction Games,0.8296188084167284,,Donated winter clothes,
63,Babajide,9,Pānrepatti,25.5537,83.9775,India,Drawing Studio Kit,0.4983686571146246,86.84546513734404,Made birthday cards for classmates,Lied about activities
64,Thanh,11,Kohtla-Järve,59.3978,27.2572,Estonia,Woodwind Recorder,0.6223355252390512,77.12567037885631,Read to elderly at nursing home,Lied about occurrences
65,Niamh,5,Hershey,40.2806,-76.6458,United States,Architecture Pack,0.26467047286607653,,Helped organize prop collection,
66,Anastasiya,10,Dezfūl,32.3786,48.4144,Iran,Three-Wheel Cycle,0.8523610245876192,84.6989945426859,Made cards for security staff,Lied about happenings
67,Maxim,8,Folkestone,51.0792,1.1794,United Kingdom,Tile Strategy Games,0.7346195183623196,80.48924115953734,Made cards for coaches,Lied about events
68,Tsion,9,Xudat,41.6281,48.6828,Azerbaijan,Pet Store Set,0.65062716037383,96.98484900100979,Shared lunch with someone who forgot theirs,Cheated in assignment
69,Cassandra,5,Cross Lanes,38.4351,-81.7707,United States,Meteorology Kit,0.5530992610875562,,Helped set up dance challenge,
70,Teodora,9,Ewarton,18.1833,-77.0833,Jamaica,Glass Art Pack,0.6593897008380442,89.55640859836457,Organized clothing swap,Cheated in tournament
71,Ioan,9,Liaojiayuan,29.3906,109.9919,China,Fossil Hunting Pack,0.873317160279557,67.86854700302976,Shared garden harvest,Stole teacher's supplies
72,Marina,6,Westerland,54.91,8.3075,Germany,Language Learning Set,0.790364133472746,,Picked up trash at playground,Lied about activities
73,Haile,7,Dęblin,51.5667,21.8614,Poland,Fishing Rod Set,0.5274546022352941,,Helped clean cafeteria,Stole school property
74,Cheng,9,Blytheville,35.9321,-89.9051,United States,Electric Train Set,0.8779868137574749,67.4129019494577,Made birthday cards for classmates,Stole school materials
75,Tatiana,11,Lavrentiya,65.5842,-170.9889,Russia,World Globe,0.9694589162571288,77.41129500276722,Organized school pride items,Broke cafeteria furniture
76,Benjamin,11,Kurşunlu,40.85,33.25,Turkey,Premium Art Supplies,0.6356529645734331,83.46747961491333,Helped clean wellness room,Broke gym furniture
77,Zalika,5,Qo‘ng‘irot Shahri,43.0497,58.8542,Uzbekistan,Paint By Numbers Bundle,0.6509567760575293,,Volunteered at forest preserve,
78,Sanda,8,San Fructuoso de Bagés,41.752,1.8745,Spain,Firefly Catching Kit,0.6531255268850447,100.0,Picked up trash at archery range,Stole school resources
79,Svetlana,11,Montemurlo,43.9333,11.0333,Italy,Professional Golf Set,0.6085265670216506,75.0023072526809,Helped clean computer lab,Damaged school certificates
80,Florin,9,Fortaleza dos Nogueiras,-6.9,-46.15,Brazil,Rain Gauge Set,0.6895654725516319,82.5272767035676,Helped clean cafeteria,Stole cafeteria food
81,Kofi,12,Khagam,27.32,95.9,India,Pressure Study Kit,0.6527556055003847,80.03234362215218,Shared family recipes,Damaged school photos
82,Aisha,9,Valencia,8.2592,-76.1469,Colombia,Rocket Building Set,1.0,74.00628003615273,Helped parent with organizing files,Stole school property
83,Makena,11,Chalco,41.1817,-96.1353,United States,Meditation Set,0.7874362115382263,85.83842217460469,Helped organize prop shop,Cheated in tournament
84,Ahmed,11,Pyeongtaek,36.9922,127.1128,"Korea, South",Architecture Pack,0.6058286884089786,80.36243372316285,Helped with school recycling program,Stole school materials
85,Abena,5,Urganch,41.55,60.6333,Uzbekistan,Winter Snowboard,0.6467129780794042,,Volunteered at nature preserve,
86,Sergei,7,Jessore,23.1704,89.2,Bangladesh,Clay Pottery Kit,0.5611865753102592,,Made cards for psychology teachers,Stole cafeteria food
87,Adanna,10,Altınova,40.6975,29.5114,Turkey,Sleep Research Set,0.6078647533152585,99.34579613259928,Helped parent with organizing basement,Stole school property
88,Oliver,10,Najrīj,30.9667,30.8667,Egypt,Ice Cream Parlor Kit,0.8100858313223818,80.55856002284166,Picked up trash at sports field,Stole school property
89,Ciprian,9,Zhongshan,34.943,105.8771,China,Musical Keyboard,0.4899085589980428,65.72533927605411,Made cards for youth leaders,Lied about incidents
90,Roya,9,Ortakent,37.1035,27.2926,Turkey,Explorer Binoculars,0.915546615094176,60.21501542039613,Helped parent with unpacking,Lied about achievements
91,Sofia,5,Sanaur,30.3018,76.4579,India,Music Production Set,0.7085353336778619,,Shared cultural traditions,
92,Gustav,9,Vilankulo,-22.0,35.3167,Mozambique,Candy Land Game,0.6329449811621043,78.84128847073136,Helped parent with organizing tools,Lied about situations
93,Cyrus,6,Haldipur,14.3333,74.4333,India,Spider Research Kit,0.8386350132260325,,Made cards for office staff,Stole school supplies
94,Anders,7,Nuevo Ideal,24.8875,-105.0728,Mexico,Balance Study Pack,0.5967201921056,,Helped organize charity bake sale,Stole school materials
95,Zhen,5,Banning,33.946,-116.8992,United States,Music Mixing Set,0.5657710510350614,,Helped set up for community event,
96,Divya,5,Thatta,24.7461,67.9244,Pakistan,Medieval Castle,0.8215870122827034,,Helped set up for community event,
97,Caoimhe,7,Pharkia,25.9384,87.4034,India,Printmaking Set,0.5454045738279709,,Picked up litter in the park,Lied about incidents
98,Radu,5,San Juan,13.826,121.396,Philippines,Engineering Builder Kit,0.5330217921883394,,Shared family recipes,
99,Sorin,11,Stara Zagora,42.4256,25.6344,Bulgaria,Moldable Sand Set,0.892032618868951,86.51445857304863,Helped parent with sorting mail,Lied about behavior
100,Valentin,8,West Auckland,54.6318,-1.721,United Kingdom,Theater Production Kit,0.7092283807600493,84.0502324466961,Organized school spirit wear exchange,Cheated in fundraiser
101,Ludmila,11,Cox’s Bāzār,21.4272,92.005,Bangladesh,Music Mixing Set,0.7413307043924402,74.94164184594007,Made cards for English teachers,Damaged school plaques
102,Grigory,10,Carpina,-7.8508,-35.2547,Brazil,Flying Airplane,0.4938369365353827,77.79088999691805,Helped parent with organizing attic,Stole school property
103,Amira,12,Bửu Long,10.96,106.7967,Vietnam,Kinetic Sand Table,1.0,68.91297371378177,Helped clean church/community center,Broke sports equipment
104,Zinaida,10,Buzuluk,52.7833,52.25,Russia,Bone Structure Set,0.7473857533758003,76.57931671301421,Shared family music,Stole school resources
105,Chukwudi,8,Mouzaïa,36.4667,2.6833,Algeria,Sculpture Pack,0.9539907208307825,73.53112720636764,Made cards for mayors,Stole school resources
106,Pensri,11,Cornedo Vicentino,45.6167,11.35,Italy,Boxing Training Set,0.8619860892734644,89.7761345531356,Helped parent with organizing closets,Vandalized school compound
107,Shaurya,9,Vembaditālam,11.5,78.1,India,Star Constellation Kit,0.6258182895771075,76.91198037750108,Helped set up art festival,Stole money from parent's wallet
108,Abdullah,11,Bayat,40.5455,34.957,Turkey,Microscope Explorer Kit,0.7883807085244152,71.63198712428462,Helped decorate classroom,Damaged school certificates
109,Ibrahim,11,Talne,48.8886,30.7042,Ukraine,Tide Pool Set,0.5949354078155369,63.19376371994574,Made cards for hospital staff,Lied about incidents
110,Emine,6,Ambatofotsy,-21.75,47.4833,Madagascar,Steel Drum Set,0.7208596856157111,,Shared Easter candy,Stole from teacher's desk
111,Klaus,8,Bāpaura,28.815,76.063,India,Fish Study Kit,0.7228200224320402,94.27277344824526,Helped set up art festival,Stole school resources
112,Pavel,8,Peterlee,54.76,-1.33,United Kingdom,Aquatic RC Boat,0.7445978101591473,91.89517188131117,Shared family games,Lied about incidents
113,Sofiya,6,Tierra Amarilla,-27.4822,-70.2658,Chile,Monster Truck,0.6689443960242848,,Helped clean auditorium,Lied about events
114,Vitaly,10,Mesetas,3.3781,-74.0447,Colombia,Chef Cooking Set,0.6714431458049863,84.15694406221874,Made cards for history teachers,Lied about incident
115,Kareem,12,Quakertown,40.4398,-75.3455,United States,Sweet Shop Set,1.0,83.32708123269718,Made cards for music teachers,Vandalized school facility
116,Erik,5,San Pedro Sacatepéquez,14.6833,-90.6333,Guatemala,Bridge Constructor Kit,0.7942486793100213,,Helped set up art challenge,
117,Nikolai,11,Makamba,-4.1333,29.8,Burundi,Rocket Building Set,0.9193914702634202,82.0449102662118,Helped set up dance challenge,Damaged school certificates
118,Priya,5,Espera Feliz,-20.65,-41.9069,Brazil,Savanna Builder Set,0.7957354857042586,,Volunteered at aquarium,
119,Dragos,6,La Plata,38.5352,-76.97,United States,Donut Shop Set,0.7119393971670693,,Made cards for school neighbors,Refused to apologize
120,Marina,10,Fontenay-sous-Bois,48.8517,2.4772,France,Mountain Wildlife Set,0.6025241231272949,68.42380982741528,Shared school supplies,Ran in hallways after warning
121,Victor,6,Tecoh,20.7419,-89.4744,Mexico,Steel Drum Set,0.8935753268270372,,Helped organize writing center,Stole friend's pencil
122,Madalina,12,Comapa,19.165,-96.8856,Mexico,Gecko Research Set,0.7599876091922851,94.03232716308901,Helped organize costume collection,Stole school resources
123,Yan,11,Pragatinagar,27.68,84.19,Nepal,Arctic Expedition Kit,0.7795194192370822,75.24976295915765,Volunteered at forest preserve,Vandalized school property
124,Ilya,11,Kappeln,54.6614,9.9311,Germany,Dinosaur Collection,0.7261919509887618,96.81539097948902,Made cards for social studies teachers,Cheated in tryouts
125,Mariana,8,Celaya,20.5222,-100.8122,Mexico,Knight's Armor Set,0.5712047273797063,86.79819223090217,Made cards for counselors,Stole school documents
126,Ratana,12,Saboeiro,-6.5419,-39.9069,Brazil,Metal Working Set,0.8154960565055169,78.12983451536364,Shared family games,Stole school materials
127,Hassan,5,Abū Dīs,31.7625,35.2658,West Bank,Pottery Master Set,0.7297871136430792,,Helped organize charity bake sale,
128,Hoa,6,Monteroni di Lecce,40.3333,18.1,Italy,Astronomical Telescope,0.811683322653697,,Helped organize storage room,Stole school resources
129,Jason,6,Douar Laouamra,31.8,-8.7167,Morocco,Brass Trumpet,0.8477312737636421,,Picked up trash at bike path,Stole school documents
130,Oscar,5,Bắc Ninh,21.1833,106.05,Vietnam,Turtle Habitat Set,0.9315092914113768,,Picked up trash at volleyball court,
131,Elif,7,San Antonio,14.9486,120.0864,Philippines,Steel Drum Set,1.0,,Comforted a crying friend,Stole school supplies
132,Ayse,10,Siliancun,22.7155,111.3163,China,Ice Cream Cart,0.6251872916605831,83.93111157191989,Made cards for governors,Cheated in tournament
133,Anastasia,5,Xiushui,24.0356,120.5037,Taiwan,Hiking Adventure Kit,0.7474329032885211,,Helped clean locker room,
134,Jing,12,Gasparillo,10.3167,-61.4167,Trinidad and Tobago,Baking Master Set,0.7763669476160595,70.68715229863764,Helped organize costume collection,Stole school supplies
135,Nasrin,9,Lugoj,45.7056,21.9258,Romania,Speed Boat,0.8186548565795156,81.65919090052665,Made cards for math teachers,Cheated in presentation
136,Luis,8,Ceadîr-Lunga,46.05,28.8333,Moldova,Wave Study Kit,0.7969694567984864,79.66097731608014,Made cards for volunteers,Stole school property
137,Yusuf,10,Neustadt am Rübenberge,52.5,9.4667,Germany,Starter Ukulele,0.9243826137173549,70.11063319843753,Helped organize lost and found,Pushed someone in line
138,Marina,10,Haymā’,19.9569,56.2758,Oman,Percussion Xylophone,0.66883697768093,67.30211602584586,Volunteered at bee sanctuary,Stole school property
139,Mehdi,8,San Anselmo,37.9821,-122.5699,United States,Number Learning Set,1.0,73.53051954324549,Helped clean weight room,Lied about events
140,Leonidas,10,Toyohashi,34.7692,137.3915,Japan,Stunt Airplane,0.5887680202775386,79.44819666109403,Volunteered at butterfly house,Lied about activities
141,Magnus,12,Veszprém,47.093,17.9138,Hungary,Exercise Trampoline,0.9513290862213165,71.70329241406445,Helped clean meditation garden,Broke into school property
142,Lars,5,Aerzen,52.0494,9.2653,Germany,Book Store Set,0.9418700434535783,,Helped parent with organizing garden tools,
143,Ali,5,Rio Grande City,26.3808,-98.8215,United States,Library Builder Set,0.7566777172067805,,Helped organize costume storage,
144,Wei,12,Alwar,27.5498,76.6355,India,Garden Tool Collection,0.605619329427379,90.42600849674568,Shared snacks with classmates,Vandalized school corridor
145,Yulia,8,Nāhan,30.55,77.3,India,Meditation Set,0.9433131402727157,66.58142541571122,Helped set up science fair,Stole school materials
146,Xiu,8,Laranjal Paulista,-23.0497,-47.8367,Brazil,GPS Smart Watch,0.7413016087980902,92.61290984457906,Helped set up math fair,Stole personal items
147,Ludmila,6,Zarzis,33.5,11.1167,Tunisia,Tile Strategy Games,0.8230263775520555,,Helped parent with organizing shed,Disobeyed safety rules
148,Hamza,7,Savelugu,9.6167,-0.8333,Ghana,LED Light Sneakers,0.797456719388523,,Helped parent wash car,Stole from lost and found
149,Duc,5,Acajutla,13.59,-89.8336,El Salvador,Detective Investigation Kit,0.6748993252539227,,Gave compliments to others,
150,Van,11,Minto,43.9167,-80.8667,Canada,Concert Harp,0.9227776511398543,77.52275670329946,Helped clean reading room,Broke office furniture
151,Osman,7,Lewistown,40.5964,-77.573,United States,Outdoor Camping Set,0.9371899168824604,,Organized book donation drive,Cheated in game
152,Van,12,Taromske,48.4617,34.7828,Ukraine,Problem Solving Pack,0.8553064779227215,89.23497238624918,Picked up trash at archery range,Refused to apologize
153,Ekaterina,7,Saugor,23.83,78.71,India,Snail Garden Pack,0.6754679445735485,,Made cards for city council members,Cheated in homework
154,Shanaya,12,Zgornja Hajdina,46.4057,15.8385,Slovenia,Adventure Explorer Set,0.7994558209089894,77.55657641727097,Shared family history,Stole school resources
155,Arjun,11,South Miami,25.7079,-80.2952,United States,Reading Library Set,0.7748770984356836,81.4254843082915,Helped parent with organizing collections,Stole from classmate's bag
156,Ksenia,6,Cumaribo,4.4333,-69.8,Colombia,Robot Programming Kit,0.9529724194421024,,Organized coat drive,Stole school property
157,Linnea,7,Epsom,51.3331,-0.2686,United Kingdom,Wetland Creator Kit,0.7239197464771423,,Helped parent with organizing medals,Cheated in contest
158,Kaveh,9,Newport,44.6242,-124.0513,United States,Music Synthesizer,0.7708381211613141,77.52658657287185,Made drawings for hospital patients,Lied about occurrences
159,Diana,7,Springfield,39.93,-83.7959,United States,Beginner Sewing Machine,0.8031593858628508,,Helped parent with organizing collection items,Pushed someone in line
160,Abigail,11,Sukurhutu,23.4433,85.2917,India,Folk Accordion,0.9748092445170974,73.11921142173449,Organized school recess equipment,Hid sibling's favorite toy
161,Natasha,10,Saraykent,39.6936,35.5111,Turkey,Magnetic Drawing Board,0.7986006975153264,91.63042426583894,Made cards for photography teachers,Lied about situations
162,Oleg,11,Forest Lake,45.2536,-92.9582,United States,Alien Discovery Kit,0.7040899366167201,75.74763879387278,Helped parent with packing,Damaged school plaques
163,Daniel,9,Gerstungen,50.9625,10.0597,Germany,Dragon Building Kit,0.7873922374162149,72.25969591704535,Helped organize costume museum,Cheated in race
164,Jabari,8,Şabrātah,32.7922,12.4842,Libya,Enchanted Forest Kit,0.5812114837868441,88.00751362171731,Volunteered at daycare,Lied about situation
165,Yusuf,5,Corozal,9.3333,-75.25,Colombia,Aquarium Starter Kit,0.9804377150472653,,Returned lost item to owner,
166,Gheorghe,6,Laukāha,26.0336,86.6471,India,Jungle Safari Kit,0.6957736047385115,,Gave compliments to others,Stole teacher's supplies
167,Dev,6,Mosgiel,-45.875,170.3486,New Zealand,Volcano Making Kit,0.7129437925801212,,Shared family heritage,Stole school property
168,Lars,9,Mekra,25.4705,85.8406,India,Wild Safari Collection,0.7519823130551035,62.824157179508006,Helped organize costume vault,Cheated in raffle
169,Ishaan,8,Oldenzaal,52.3167,6.9333,Netherlands,Fish Study Kit,0.5776159024447172,82.55075547127416,Helped clean drama room,Cheated in race
170,Raj,5,Ibotirama,-12.185,-43.2208,Brazil,Pottery Wheel Studio,0.8552918604301658,,Volunteered at amphibian center,
171,Leonidas,7,Târgu Ocna,46.28,26.62,Romania,Hiking Adventure Kit,0.6465564571495234,,Helped clean woodshop,Cheated in report
172,Getachew,10,Ganda,-13.0167,14.6333,Angola,Gourmet Play Kitchen,0.7659788926122856,66.98166637892339,Shared school celebration treats,Cheated in match
173,Haile,11,Samacá,5.5,-73.4833,Colombia,Yellow School Bus,0.7445387359086933,75.43157631212733,Made cards for sociology teachers,Stole school materials
174,Oscar,5,Raytown,38.9944,-94.4641,United States,Exercise Trampoline,1.0,,Made cards for cafeteria staff,
175,Golnar,5,Saint-Avertin,47.3675,0.7278,France,Glass Art Pack,0.9382015119625765,,Volunteered at animal refuge,
176,Emre,10,Lagarto,-10.9169,-37.65,Brazil,Ice Cream Shop,0.4357905466568421,82.84473828980889,Helped organize music room,Pulled someone's hair
177,Fatima,5,Morondava,-20.2847,44.3175,Madagascar,Construction Site Builder,0.7152580645120878,,Organized school fitness equipment,
178,Vitaly,7,North Brunswick,40.4505,-74.4798,United States,Fish Study Kit,0.8112314011969474,,Shared Easter candy,Refused to help with chores
179,Yasmin,8,Daisen,39.4531,140.4754,Japan,Knitting Studio Set,0.7133873823721575,74.00278505588278,Volunteered at bee sanctuary,Lied about events
180,Timofey,11,Marikina City,14.65,121.1,Philippines,Pastry Baking Set,0.8255115891151754,84.6573350424898,Helped organize prop museum,Destroyed school garden
181,Yusuf,10,Bhasāwar,27.0361,77.0528,India,Marine Biology Lab,0.5774031032054944,91.48001988338976,Helped parent with organizing holiday items,Cheated in competition
182,Daniil,8,Hitchin,51.947,-0.283,United Kingdom,Moldable Sand Set,0.8972914255124844,63.58813060743183,Helped parent with organizing rocks,Lied about incidents
183,Rania,6,Ja‘farīyeh,34.7739,50.5164,Iran,Performance Microphone,0.6376312110162864,,Organized uniform exchange,Cheated in sports
184,Yusuf,7,Nautan Dube,26.7118,84.503,India,Play-Doh Creative Studio,0.8929916180123711,,Made cards for science teachers,Lied about incidents
185,Yulia,7,Oteiza,8.7437,126.2214,Philippines,Fishing Trip Set,1.0,,Picked up trash at walking path,Stole school materials
186,Miu,9,Largs,55.795,-4.87,United Kingdom,Candy Cart Set,0.4950500573560772,66.14191295097834,Volunteered at youth center,Stole school materials
187,Shanaya,7,Ash Shīḩānīyah,25.3722,51.2047,Qatar,Picnic Set Deluxe,0.9367840151623394,,Helped parent with organizing decorations,Cheated in examination
188,Niran,9,Valley Center,33.233,-117.0158,United States,Dirt Bike Racer,0.8131065327833684,69.83490209238207,Helped clean cafeteria,Fought with sibling
189,Adriana,12,Banfield,-34.75,-58.3833,Argentina,Porcelain Tea Set,0.5132591031088903,74.40309913549065,Shared game equipment,Cheated in exam
190,Mihai,9,Ukal,21.2167,73.5833,India,Woodwind Recorder,0.9298525137394307,82.07510522932756,Helped parent with organizing winter gear,Stole school materials
191,Ali,10,Paidiipalli,18.0172,79.6159,India,Lawn Croquet Set,0.6967858355633119,71.36091012193583,Made cards for language teachers,Stole school resources
192,Eden,12,Victor Harbor,-35.55,138.6167,Australia,Foam Missile Launcher,0.5624348775582766,79.15941288506234,Volunteered at local shelter,Vandalized school facility
193,Krishna,9,Uncia,-18.4681,-66.5647,Bolivia,Circus Performance Pack,0.7704060174596323,80.15855796394469,Volunteered at nature preserve,Lied about participation
194,Amine,8,Minano,36.0708,139.0988,Japan,Origami Master Kit,0.5817273137407107,69.68530681820403,Made cards for youth leaders,Stole school tools
